,tweet,politican,Party,State
14,"From his leadership, advocacy, and volunteer work to his dedication to service, he has made a lasting impact on Ala… https://t.co/Ilh4DjZ9HY",Lisa Murkowski ,R,AK 
15,"Jacob built the @ASRC_AK into the state’s largest privately owned corporation, while living a life of selfless serv… https://t.co/Hji39DNQOi",Lisa Murkowski ,R,AK 
16,"My heart is heavy to learn of the passing of Jacob Adams Sr. of Utqiagvik. Jacob was an incredible man of wisdom, l… https://t.co/2KQ5UpvPCQ",Lisa Murkowski ,R,AK 
17,"Thanks, Southeast Conference, for the opportunity to share this good news with you today. https://t.co/xrKHv319tm",Lisa Murkowski ,R,AK 
18,"Having grown up in the Tongass, I know the true burdens the 2001 Roadless Rule placed on the Southeast region. Read… https://t.co/1It51t5s6v",Lisa Murkowski ,R,AK 
19,I thank the Trump administration and the Forest Service team for their continued good work on this important rulema… https://t.co/iyRtf5XXSq,Lisa Murkowski ,R,AK 
20,https://t.co/Rgj3GHB1yQ,Lisa Murkowski ,R,AK 
21,❤️❤️❤️ https://t.co/VREnHdehIp https://t.co/FOMDfmXLXH,Lisa Murkowski ,R,AK 
22,I’ve been impressed in my meetings with many strong &amp; resilient Alaska small business owners who are working hard t… https://t.co/spBpk1TQlH,Lisa Murkowski ,R,AK 
23,"Over 50% of Alaska’s workforce are employed by small businesses, and they're truly the backbone of our state’s econ… https://t.co/otZwq3DH5D",Lisa Murkowski ,R,AK 
24,I took part in a @IndianCommittee legislative hearing focused on various bills that work to address significant iss… https://t.co/do0uc6eJnY,Lisa Murkowski ,R,AK 
25,I was so struck by the number of young women and girls who came to honor Justice Ginsburg—who understood the signif… https://t.co/E36eXjQqP0,Lisa Murkowski ,R,AK 
26,Last night I joined hundreds who had lined up to pay respects to Justice Ruth Bader Ginsburg as she lies in repose… https://t.co/Pyb6QZB04g,Lisa Murkowski ,R,AK 
27,"During today’s Senate HELP Cmte hearing focused on the federal response to #COVID19, I asked @CDCDirector Redfield… https://t.co/61hMuM3wqA",Lisa Murkowski ,R,AK 
28,I’ve previously raised my concerns about the current status of public health IT infrastructure – an essential compo… https://t.co/f6e2lN3jKJ,Lisa Murkowski ,R,AK 
29,.@CDCDirector Redfield stated that definitive answers regarding the first allocation depend on which vaccine is use… https://t.co/kGE4e2nVWr,Lisa Murkowski ,R,AK 
30,"During the hearing, I asked @CDCDirector Redfield for additional clarity on how the first allocation of the… https://t.co/Mu4aIJyZwP",Lisa Murkowski ,R,AK 
31,"Today I took part in a Senate HELP Committee hearing focused on the #COVID19 federal response to the pandemic, incl… https://t.co/hLf0qL124I",Lisa Murkowski ,R,AK 
32,"RT @_Arctic_Circle: The recent re-establishment of the 🇺🇸 Arctic Energy Office by @SecBrouillette and @lisamurkowski, Chairman of @EnergyGO…",Lisa Murkowski ,R,AK 
33,"RT @GOPHELP: TUNE IN @10:00AM ET for the Senate HELP hearing to get an update from @NIAIDNews, @CDCDirector, @HHS_ASH &amp; @SteveFDA about the…",Lisa Murkowski ,R,AK 
34,"Coastal states have the opportunity to expand and reimagine their ocean-based economies with these technologies, an… https://t.co/buweEdbIbD",Lisa Murkowski ,R,AK 
35,"From the wind and tidal energy capacities in Cook Inlet to the RivGen Power System in Igiugig, Alaska is an ideal p… https://t.co/O97D7qghWJ",Lisa Murkowski ,R,AK 
36,"Today I chaired an @EnergyGOP hearing on emerging offshore energy technologies. Beyond oil and gas, there are numer… https://t.co/urrqkegkSF",Lisa Murkowski ,R,AK 
37,HAPPENING NOW: I'm speaking live at the @alaskachamber’s virtual #AKFallForfum2020. Topics will range from federal… https://t.co/r0FN8QrNBh,Lisa Murkowski ,R,AK 
38,"After taking the torch on this effort from Sen. Heitkamp, I committed to her that we would continue to build on her… https://t.co/5ufdT9BpiH",Lisa Murkowski ,R,AK 
39,"Both bills, which now head to the President’s desk to be signed into law, aim to combat the #MMIP epidemic by impro… https://t.co/YiyIlKu4Zc",Lisa Murkowski ,R,AK 
40,"Yesterday, we made significant strides in our efforts to address the crisis of missing, murdered, or trafficked Ind… https://t.co/yaSfLZvyal",Lisa Murkowski ,R,AK 
41,RT @EnergyGOP: Tune in: Hearing on offshore energy technologies chaired by @LisaMurkowski. Featuring: @DanSimmonsEERE @Energy @BOEM_DOI @OR…,Lisa Murkowski ,R,AK 
42,"Many tribal advocates and family members of those affected worked so tirelessly on this issue, and I am proud to ha… https://t.co/NosD34Vx3W",Lisa Murkowski ,R,AK 
43,"The Not Invisible Act paves the way for greater collaboration between federal agencies, law enforcement, and electe… https://t.co/seY5cGdn8y",Lisa Murkowski ,R,AK 
44,"Savanna’s Act improves coordination among all levels of law enforcement, increases data collection and information… https://t.co/AGnLNEOwWV",Lisa Murkowski ,R,AK 
45,"Today, two pieces of legislation I introduced alongside @SenCortezMasto, aimed at addressing the crisis of missing,… https://t.co/OSaShDWpcL",Lisa Murkowski ,R,AK 
46,"This was the scene in front of the U.S. Supreme Court yesterday. Music was playing while people—young, old and ever… https://t.co/xdvkQOkwK5",Lisa Murkowski ,R,AK 
47,"Jim Hubbard, who serves as the @USDA’s Under Secretary for Natural Resources and Environment, is among those at the… https://t.co/1rRcTsYuxX",Lisa Murkowski ,R,AK 
48,"While Alaska has had a relatively quiet fire season, our West Coast neighbors have lost loved ones and homes to the… https://t.co/icwO3lajwP",Lisa Murkowski ,R,AK 
49,My statement after hearing of the passing of Justice of United States Supreme Court Justice Ruth Bader Ginsburg: https://t.co/1zhWSH5hhg,Lisa Murkowski ,R,AK 
50,"On behalf of grateful Alaskans and Americans, Happy 73rd Birthday to the @usairforce. Your service to our nation an… https://t.co/489CvCipX2",Lisa Murkowski ,R,AK 
51,"Today on National #POWMIARecognitionDay, we come together as a nation to honor &amp; remember the sacrifices of service… https://t.co/jsBRvtQZsc",Lisa Murkowski ,R,AK 
52,This topic has arisen many times from Alaska-based service members &amp; is an issue leaders within the Alaska military… https://t.co/BgbnFBTrRy,Lisa Murkowski ,R,AK 
53,"I'm proud to join @SenMikeLee as an original cosponsor of the Military Spouse Licensing Relief Act, legislation tha… https://t.co/WR6hfNzTr8",Lisa Murkowski ,R,AK 
54,RT @alaskachamber: We are excited to announce Senator @lisamurkowski will be joining us on September 22! Don't miss out on The Congressiona…,Lisa Murkowski ,R,AK 
55,RT @_Arctic_Circle: Join the dialogue on how the future of the #Arctic will be impacted by the #US 🇺🇸 #PresidentialElection with @lisamurko…,Lisa Murkowski ,R,AK 
56,"I thank @SecBrouillette, @DepSecMenezes, and their teams for working with us to make this happen. I’m excited to se… https://t.co/Du3MK1zBRV",Lisa Murkowski ,R,AK 
57,I've prioritized this office in the Appropriations process because I know it will help facilitate the development o… https://t.co/gYvGqVupiJ,Lisa Murkowski ,R,AK 
58,"The US is an #Arctic nation because of Alaska, and the re-establishment of this Arctic Energy Office will ensure gr… https://t.co/engQq7rG5i",Lisa Murkowski ,R,AK 
59,".@EnergyPress re-established its Arctic Energy Office in Fairbanks, Alaska - which will have a renewed focus on the… https://t.co/kTimNZFO5m",Lisa Murkowski ,R,AK 
60,Happy for the opportunity to join @ComFishAK virtually—to have a dialogue with attendees and to share updates on ef… https://t.co/G753Lsg4d0,Lisa Murkowski ,R,AK 
61,Congrats to Shee Atiká Enterprises in Sitka for receiving one of these contracts! Excited to see the role you will… https://t.co/YDlU8AhfRT,Lisa Murkowski ,R,AK 
62,RT @GOPHELP: TUNE IN @10:00AM ET for the Senate HELP hearing to discuss how Congress can simplify the FAFSA this year—to no more than 33 qu…,Lisa Murkowski ,R,AK 
63,"RT @smithsonian: On Friday, Sept. 18, our @NMAAHC, @smithsoniannpg, @americanart and its Renwick Gallery will reopen to the public. They wi…",Lisa Murkowski ,R,AK 
64,"RT @adndotcom: The city of Anchorage is distributing 160,000 more masks to residents this week, the city’s Emergency Operations Center anno…",Lisa Murkowski ,R,AK 
65,My statement on the signing of the #AbrahamAccords—a truly historic signing. https://t.co/JYMK2K11og,Lisa Murkowski ,R,AK 
66,I asked the nominees to provide examples demonstrating they can be independent if confirmed to serve at @FERC and t… https://t.co/ps4CQKEF03,Lisa Murkowski ,R,AK 
67,"FERC’s economic reach has been estimated at 3% of the gross domestic product, but its real impact is likely greater… https://t.co/XAzQpGQfql",Lisa Murkowski ,R,AK 
68,Decisions that FERC Commissioners make matter—not only to the energy sector but to the nation. Approving the siting… https://t.co/NAlWz3Vd8S,Lisa Murkowski ,R,AK 
69,Today I chaired a @EnergyGOP hearing to consider the nominations of Mark Christie and Allison Clements to be Member… https://t.co/uAc0RJ7r7L,Lisa Murkowski ,R,AK 
70,"RT @EnergyGOP: Last Friday@nature_org, @USChamber, @EnvDefenseFund, @ShopFloorNAM and 68 organizations urged passed of the American Energy…",Lisa Murkowski ,R,AK 
71,"One of the questions we raised in our letter, was if the Emergency Family Stabilization Act, a bipartisan bill I pr… https://t.co/62XbTtHBwp",Lisa Murkowski ,R,AK 
72,We must support our most vulnerable populations during these challenging times. @Sen_JoeManchin &amp; I wrote a letter… https://t.co/qONVknAzDa,Lisa Murkowski ,R,AK 
73,I've been working hard w/ @SenDanSullivan and @RepDonYoung to deliver relief to our fishermen and make sure that na… https://t.co/Kh7Ekt2ucL,Lisa Murkowski ,R,AK 
74,"While this year has greatly impacted fishing communities— disrupting supply chains, affecting fish prices, &amp; hinder… https://t.co/im43CtoaMZ",Lisa Murkowski ,R,AK 
75,I was glad to join many Alaskans to celebrate Bristol Bay’s iconic wild salmon at @BristolBayToday's Wild Salmon Ce… https://t.co/U4JyqP67QA,Lisa Murkowski ,R,AK 
76,Congrats to @MollyofDenali on this achievement! This show does a great job on educating America's youth about Alask… https://t.co/bgheJqIwkC,Lisa Murkowski ,R,AK 
77,The concern over food insecurity in Alaska has only been heightened due to the ongoing pandemic. This is a great st… https://t.co/FMyv5igAyC,Lisa Murkowski ,R,AK 
78,RT @Alaska_DHSS: Alaska's testing program was built by Alaskans working together to find solutions. WSJ profiled our program as one of the…,Lisa Murkowski ,R,AK 
79,"I'm cosponsoring @SenCortezMasto's bill, the Sustaining Tourism Enterprises During the #COVID19 Pandemic Act, or th… https://t.co/YAgosZn46v",Lisa Murkowski ,R,AK 
80,"It’s estimated that over 2.2 million visitors would have traveled to #Alaska in 2020. Unfortunately, due to… https://t.co/YYcZ3IlM8E",Lisa Murkowski ,R,AK 
81,"That's why I introduced bicameral, bipartisan legislation, the 2020 Census Deadline Extensions Act, alongside… https://t.co/tqqJglOuys",Lisa Murkowski ,R,AK 
82,"For an effort that happens once every 10 years, w/ impacts that last for the next decade, this is far too important… https://t.co/F0OAUkRSM9",Lisa Murkowski ,R,AK 
83,"Obtaining an accurate Census count is always difficult. But now, with the added delays and difficulties caused by… https://t.co/t27hnRm182",Lisa Murkowski ,R,AK 
84,"This new facility will improve shipping capabilities, strengthen Alaska’s supply chain security, and provide much-n… https://t.co/ue7pNa4W5W",Lisa Murkowski ,R,AK 
85,"As a member of the Senate Appropriations Committee, I’ve worked hard to secure funding to support this grant progra… https://t.co/M5nSQNpIJc",Lisa Murkowski ,R,AK 
86,Today I joined @SenDanSullivan &amp; @repDonYoung in thanking @SecElaineChao for awarding a $21 million BUILD grant for… https://t.co/ysZFNGYiHG,Lisa Murkowski ,R,AK 
87,Watch live as I join @SenDanSullivan for a convo w/ @PolarInstitute director Dr. Mike Sfraga on the @USAirForce’s… https://t.co/DIcRNhcYwo,Lisa Murkowski ,R,AK 
88,"That’s why I’m cosponsoring the RESTAURANTS Act, a bill led by @SenatorWicker in which would provide certain restau… https://t.co/w6mUiN2ldl",Lisa Murkowski ,R,AK 
89,"The impact of #COVID19 on the restaurant industry has been far-reaching, causing many to unfortunately close for go… https://t.co/fyvLAut4Ux",Lisa Murkowski ,R,AK 
90,"This is critical support for organizations and governments that help secure housing, improve safety, and provide va… https://t.co/4jflHW0l29",Lisa Murkowski ,R,AK 
91,Very encouraged by the @TheJusticeDept’s commitment to supporting vulnerable Alaskans as we navigate #COVID19.… https://t.co/QHbxM3ZbRG,Lisa Murkowski ,R,AK 
92,.@TheJusticeDept’s Office of Community Oriented Policing Services School Violence Prevention Program has announced… https://t.co/scyHuacSJp,Lisa Murkowski ,R,AK 
93,Congrats to Petersburg Medical Center CEO Phil Hofstetter for receiving the honor of being this year’s Grassroots C… https://t.co/BuGqAXJENg,Lisa Murkowski ,R,AK 
94,The changes made by this legislation will go a long way in improving the quality and accuracy of Tribal health care… https://t.co/nYt8ngvaDz,Lisa Murkowski ,R,AK 
95,"I’m proud to introduce the Tribal Health Data Improvement Act alongside @SenTinaSmith, which will help Tribes acces… https://t.co/9cW89xc9C9",Lisa Murkowski ,R,AK 
96,"American Indian &amp; Alaska Native communities face stark health disparities. In addition to these inequities, high ra… https://t.co/GVymLnhGnr",Lisa Murkowski ,R,AK 
97,"Congrats to Alaskans Eddy Falcon Jr. and Tafilisaunoa Toleafoa, as well as all the recent graduates of the Human Tr… https://t.co/dXdgjlz6Kq",Lisa Murkowski ,R,AK 
98,.@ACFHHS 's Human Trafficking Leadership Academy is a national leader in providing services &amp; advocacy for traffick… https://t.co/Ekavx14pgV,Lisa Murkowski ,R,AK 
99,"As we remember being attacked from abroad on #September11, it is my hope that we can use that memory to unify here at home today. God Bless.",Lisa Murkowski ,R,AK 
100,The outpouring of support we showed for each other in the days and months that followed September 11 reminds us tha… https://t.co/T1eqfbArzH,Lisa Murkowski ,R,AK 
101,"But as we reflect on what was lost on #September11, we must also remember what we found—the unity that we felt when… https://t.co/Csu1GJ9VQH",Lisa Murkowski ,R,AK 
102,"On #September11, 2001, America fell victim to unprovoked terrorist attacks which took the lives of nearly 3,000 Ame… https://t.co/2iAhAZAVHq",Lisa Murkowski ,R,AK 
103,".@FEMA approved an additional $44.8 million in grants for #Alaska under the Lost Wages Assistance program, which pr… https://t.co/H8hOfPS3Vj",Lisa Murkowski ,R,AK 
104,"While the bill was not perfect and had room to improve, it was responsive to the needs that I’ve been hearing from… https://t.co/KIbOGoAzeS",Lisa Murkowski ,R,AK 
105,We must work to support those who are suffering most from the impacts of the pandemic. I’m talking to folks back ho… https://t.co/QMqfDhhUky,Lisa Murkowski ,R,AK 
106,I spoke on the Senate floor to explain why I voted to advance this targeted relief pkg that included many pivotal p… https://t.co/rpF8ONzi8E,Lisa Murkowski ,R,AK 
107,"That's why I voted to advance a targeted #COVID19 Relief bill package, focused on addressing some of America’s most… https://t.co/UB4EcBnGTJ",Lisa Murkowski ,R,AK 
108,It’s so important that we work to provide necessary relief to Americans in order to address the continued impacts o… https://t.co/SDKdg9L0ID,Lisa Murkowski ,R,AK 
109,"I am especially grateful to my colleague, @SenDanSullivan, for his relentless efforts to educate the administration… https://t.co/TQ4j8zLMW1",Lisa Murkowski ,R,AK 
110,I’m pleased the administration has recognized the importance of a healthy seafood industry to Alaska’s economy by a… https://t.co/7lIKGdR81F,Lisa Murkowski ,R,AK 
111,Alaska’s seafood industry is facing numerous challenges because of the ongoing trade dispute and #COVID19. While I’… https://t.co/7yqTBRrJJj,Lisa Murkowski ,R,AK 
112,My hope is that the Senate will have an opportunity to advance this and move to get necessary relief to Americans.,Lisa Murkowski ,R,AK 
113,"While the measure is not perfect, there is important support in the bill for things like the PPP (vital to small bu… https://t.co/EQtxFCHk6O",Lisa Murkowski ,R,AK 
114,"It’s so important that we work to address the continued impacts of the #COVID19 pandemic on businesses, employees,… https://t.co/GV9gUUbvjq",Lisa Murkowski ,R,AK 
115,The importance of providing access to transitional housing assistance &amp; wraparound services for victims of domestic… https://t.co/8n9ONTK355,Lisa Murkowski ,R,AK 
116,I applaud the DOJ's @OVWJustice for providing critical funding for the Transitional Housing Assistance Program to t… https://t.co/UCv0nXhzKg,Lisa Murkowski ,R,AK 
117,U.S. @Surgeon_General Adams added that there should be an effort to ramp up local support for the vaccine through t… https://t.co/nZ9kpCHIlH,Lisa Murkowski ,R,AK 
118,"In regards to vaccine transparency, witness @NIHDirector Dr. Collins explained that he was aware and sympathetic wi… https://t.co/ZCJHK5cM3f",Lisa Murkowski ,R,AK 
119,"I spoke on the SAVE Act, my legislative effort with @SenatorBraun &amp; @SenatorHassan, which aims to improve public co… https://t.co/eFetrxxGox",Lisa Murkowski ,R,AK 
120,"During the hearing I shared my concern over low vaccination rates in Alaska, the safety of the Alaska Native popula… https://t.co/0bobAFzUer",Lisa Murkowski ,R,AK 
121,"In light of ongoing efforts to develop a safe and effective vaccine for #COVID19, I took part in a Senate HELP Comm… https://t.co/j9LvaQZ1Yh",Lisa Murkowski ,R,AK 
122,That’s why I joined my Senate colleagues cosponsoring the bipartisan Local News and Emergency Information Act of 20… https://t.co/MUPTF19jiW,Lisa Murkowski ,R,AK 
123,"Alaskans rely heavily on local radio stations for their news, but unfortunately, many are struggling to overcome th… https://t.co/7pLJ0BZbc5",Lisa Murkowski ,R,AK 
124,A big thank you to all the brave firefighters who continue to serve  and provide a helping hand on behalf of Alaska… https://t.co/NudNkS2GXY,Lisa Murkowski ,R,AK 
125,"A great opportunity for undergrads in #Alaska: @NOAA is supporting scholarships of up to $9,500 per year for two ye… https://t.co/p5SDmvM8WF",Lisa Murkowski ,R,AK 
126,This is great news for Alaska’s aviation industry. The @FAANews is also investing in the future of aviation workfor… https://t.co/uMv4FLmVPs,Lisa Murkowski ,R,AK 
127,"During fall, everybody has their own traditions. In my family—it’s our annual fall hunt in the Interior and harvest… https://t.co/RcVJFnsGcE",Lisa Murkowski ,R,AK 
128,Had a wonderful time on our annual fall duck hunting trip in the Interior. Great to continue this family tradition… https://t.co/WwSGqye03r,Lisa Murkowski ,R,AK 
129,"Happy #LaborDay Alaskans. Today is a day to get outside, enjoy the end of summer, and pay tribute to hard-working A… https://t.co/PYfHC3vAEI",Lisa Murkowski ,R,AK 
130,Crazy beautiful sunset this weekend at Pt. Woronzof. #Alaska https://t.co/FKJoGI3cXS,Lisa Murkowski ,R,AK 
131,I urge every American to take some time to support one another as we continue to address #COVID19. Take a moment to… https://t.co/jMyVMBrvsB,Lisa Murkowski ,R,AK 
132,The unfortunate truth is Alaska consistently tops the charts with some of the highest suicide rates in the country.… https://t.co/NPfUtTJyjV,Lisa Murkowski ,R,AK 
133,"Even as we move towards renewables, global demand for fossil fuels is expected to continue. So how can we best mana… https://t.co/MJkdozSRe5",Lisa Murkowski ,R,AK 
134,"I visited w/ Alaskans in different ways, whether it was utilizing virtual communication or meeting outside (which I… https://t.co/nyjkGoc7Oy",Lisa Murkowski ,R,AK 
135,"August this year was a bit different than years past. Typically I'm back in Alaska, traveling for work all over the… https://t.co/Oqf7mmvpNE",Lisa Murkowski ,R,AK 
136,"In conjunction with #NationalRecoveryMonth, Governor Dunleavy released a proclamation naming September… https://t.co/V9xendwWp7",Lisa Murkowski ,R,AK 
137,Over the past few years Alaska has made progress in providing greater resources for individuals and families facing… https://t.co/1Ez8DrFj4Z,Lisa Murkowski ,R,AK 
138,"The aviation industry has been hit hard by the economic impacts of the #COVID19 pandemic, which has only emphasized… https://t.co/DDpSWmDFuY",Lisa Murkowski ,R,AK 
139,"Over 80% of communities in Alaska are not connected to a road system, making aviation essential. I’m proud to join… https://t.co/nMkQkivnWU",Lisa Murkowski ,R,AK 
140,"Pat shared how @UA_System is diligently working to keep students, faculty, &amp; staff safe as classes restart. The Uni… https://t.co/eAJfWvbeju",Lisa Murkowski ,R,AK 
141,I had an opportunity to provide Pat with an update about Congressional efforts to support higher learning through t… https://t.co/rBMY5zWguy,Lisa Murkowski ,R,AK 
142,"I recently sat down with interim @UA_System President, Pat Pitney. Pat shared with me her vision for UA, and her co… https://t.co/Dt8YE2d3eX",Lisa Murkowski ,R,AK 
143,"I thank all of our frontline and essential workers at airports, hospitals, schools, grocery stores, and more – for… https://t.co/NHHiWWY36o",Lisa Murkowski ,R,AK 
144,The State of Alaska continues to require #COVID19 screening &amp; testing for those visiting the state. Last week I spo… https://t.co/08aLit51xo,Lisa Murkowski ,R,AK 
145,Our Alaska Census response numbers are low so please help us ensure the @uscensusbureau has a full and accurate… https://t.co/pozgikzDjQ,Lisa Murkowski ,R,AK 
146,The Alaska Delegation cannot stress enough the importance of participating in the #2020Census. What takes just ten… https://t.co/iC7OTOnwuz,Lisa Murkowski ,R,AK 
147,I appreciate these Alaskans for taking the time to meet with me. These are important conversations to have – they w… https://t.co/JTQvkaQJUL,Lisa Murkowski ,R,AK 
148,"Last week in Fairbanks, I sat down with @ExplorFairbanks and members of the local tourism industry to hear about th… https://t.co/SGLQPOJM09",Lisa Murkowski ,R,AK 
149,"Right now, @CCHRC_Alaska is designing and building homes that use 80% less energy than comparable homes currently b… https://t.co/hGce3BQLT3",Lisa Murkowski ,R,AK 
150,"I had the opportunity to visit @CCHRC_Alaska in Fairbanks, which is at the forefront of improving energy efficiency… https://t.co/fcGJaci6Fb",Lisa Murkowski ,R,AK 
151,Congrats to Superintendent Ty Mase of Lake &amp; Peninsula School District on being named Alaska 2021 Superintendent of… https://t.co/6G3Tmafwav,Lisa Murkowski ,R,AK 
152,We discussed state and federal efforts to address #COVID19 as well as the importance of preparing for the upcoming… https://t.co/63Nep7QPAn,Lisa Murkowski ,R,AK 
153,"Fairbanks is home to the only diagnostic virology laboratory in the state, the Alaska State Virology Laboratory. I… https://t.co/8O6owoZLft",Lisa Murkowski ,R,AK 
154,.@SenBrianSchatz &amp; I called on Defense Secretary Mark Esper to provide updates on how the DoD is preventing &amp; comba… https://t.co/hzckoPFEbS,Lisa Murkowski ,R,AK 
155,"In 2018, the DoD’s network ranked 19th out of 2,891 networks nationwide when it came to peer-to-peer file trading o… https://t.co/jmaqrNgkPo",Lisa Murkowski ,R,AK 
156,Thanks to @NSF for recognizing the value of preserving another Alaska Native language. This grant to @SHInstitute w… https://t.co/qvvUPYr72J,Lisa Murkowski ,R,AK 
157,"In June, I introduced the bipartisan Emergency Family Stabilization Act to help organizations serving vulnerable fa… https://t.co/dYDQ5qWoAD",Lisa Murkowski ,R,AK 
158,"For decades now, @CovenantHouseAK has been providing at-risk youth with safe, permanent housing, workforce training… https://t.co/wUPDy3GiFj",Lisa Murkowski ,R,AK 
159,I’m encouraged to see so many levels of government &amp; individuals working together to turn the tide on this crisis.… https://t.co/LQVYqu1Zqi,Lisa Murkowski ,R,AK 
160,"I’d like to thank Tara Sweeney, @ASIndianAffairs, for her leadership on the Operation Lady Justice Task Force, and… https://t.co/wkXtZ1qTdN",Lisa Murkowski ,R,AK 
161,"For the first time ever, we provided real dollars to prioritize the crisis of missing and murdered Native Americans… https://t.co/v10YC5xUit",Lisa Murkowski ,R,AK 
162,One of the most vulnerable times for an Alaska Native woman is the transition from a village to a hub community/cit… https://t.co/7F9X5OWxxy,Lisa Murkowski ,R,AK 
163,"Alaska Native &amp; American Indians experience disproportionate rates of homicide &amp; have gone missing at alarming, una… https://t.co/dLNeBuSjWS",Lisa Murkowski ,R,AK 
164,The Postmaster General clarified that he had not intended to single out Alaska’s bypass mail system and that it is… https://t.co/qkdCUEDFnO,Lisa Murkowski ,R,AK 
165,".@SenDanSullivan, @RepDonYoung, &amp; I took part in a productive &amp; informative call w/ Postmaster General DeJoy, where… https://t.co/vBoIJDua3T",Lisa Murkowski ,R,AK 
166,"For many in rural Alaska, bypass mail is a vital service—delivering food and other vital goods. It’s truly a lifeli… https://t.co/YhfiFgWMiq",Lisa Murkowski ,R,AK 
167,"RT @Alaska_DHSS: Thanks to the Alaska Department of Fish and Game for this timely reminder about how to safely hunt, fish and trap while al…",Lisa Murkowski ,R,AK 
168,"Marine debris is detrimental to wildlife, damaging to our coastlines, costly to communities, &amp; harmful to Alaska’s… https://t.co/SdngDNy1lQ",Lisa Murkowski ,R,AK 
169,I applaud the administration for making this issue a priority and the many tribal advocates who urged action to mak… https://t.co/bJ2pa8ZlqR,Lisa Murkowski ,R,AK 
170,I worked hard to secure funding in the FY20 appropriations bill to improve the federal response to the #MMNA crisis… https://t.co/x1J2Xo1Zol,Lisa Murkowski ,R,AK 
171,"This opening of this office, dedicated to solving cold cases involving missing and murdered American Indians and Al… https://t.co/oeU2hAWKIa",Lisa Murkowski ,R,AK 
172,"It was an honor to join the rest of the Alaska Delegation, alongside federal, state, tribal, and local leaders, to… https://t.co/qGqoNwOuPP",Lisa Murkowski ,R,AK 
173,".@SenDanSullivan, @repdonyoung &amp; I issued the following statement after a call with U.S. Postmaster General DeJoy r… https://t.co/jtdZcmwzd5",Lisa Murkowski ,R,AK 
174,"On August 26th, 1920 –100 years ago today – the #19thAmendment was adopted into the U.S. Constitution. Today on… https://t.co/RBC5p8107j",Lisa Murkowski ,R,AK 
175,"Having grown up in Southeast, I know the clean, cost-saving renewable power of hydro. Thank you @NatlHydroAssoc for… https://t.co/Zdf2IPrqS9",Lisa Murkowski ,R,AK 
176,Congrats to @CIHousing &amp; the Anchorage Community Land Trust on your Housing Credit excellence award for transformin… https://t.co/pm3ehPONjB,Lisa Murkowski ,R,AK 
177,We know affordable housing is vital to advancing the shared prosperity of a community. It is important to health an… https://t.co/k84Y5lB2tO,Lisa Murkowski ,R,AK 
178,".@CDCDirector Robert Redfield stated, “Nothing can be more important than to try to increase the American public’s… https://t.co/vpNe3FxYD9",Lisa Murkowski ,R,AK 
179,"As we continue to navigate the #COVID19 pandemic, the need for Americans to get their flu shots is as important as… https://t.co/WdXikHTam2",Lisa Murkowski ,R,AK 
180,"Glad to see the growing support of my colleagues for the #PaycheckProtectionProgram Small Business Forgiveness Act,… https://t.co/1LEUprdGSN",Lisa Murkowski ,R,AK 
