,tweet,politican
98,"RT @TeamTrump: President @realDonaldTrump on the Democrat Party's radical environmental policies: They want to ""make it impossible economic…",Trump
99,Saddened to hear the news of civil rights hero John Lewis passing. Melania and I send our prayers to he and his family.,Trump
100,"RT @realDonaldTrump: Corrupt Joe Biden wants to defund our police. He may use different words, but when you look at his pact with Crazy Ber…",Trump
101,"RT @realDonaldTrump: I am the ultimate member of The Book of the Month Club. First I have lowlife dummy John Bolton, a war mongering fool,…",Trump
102,"RT @realDonaldTrump: ....will all end up going to the government anyway. Next up is Mary Trump, a seldom seen niece who knows little about…",Trump
103,"RT @realDonaldTrump: ....Tax Returns. She’s a mess! Many books have been written about me, some good, some bad. Both happily and sadly, the…",Trump
104,RT @TimMurtaugh: .@realDonaldTrump is 100% correct that Joe Biden would defund the police. The media is bending over backwards to let Joe B…,Trump
105,"RT @TimMurtaugh: ...away from police to other budget areas. This is cutting, or defunding, the police by any definition. Further, the propo…",Trump
106,"RT @TimMurtaugh: ... across the United States, effectively bankrupting and destroying them. Joe Biden is an empty vessel, which the extreme…",Trump
107,RT @NBSaphierMD: Social interaction is essential for our children. The @AmerAcadPeds officially advocates that ALL policy considerations fo…,Trump
108,RT @ricky_phillip: Kudos to the Trump administration who are working hard to get a vaccine and also to Rob Luna for helping us to understan…,Trump
109,RT @cvpayne: Take a listen to my Fox Radio interview...,Trump
110,"RT @JonathanTurley: The onslaught continues.  Andrew Sullivan is out at NY Mag and Vox.  https://t.co/2cSUvjPBW8
There is now a concerted c…",Trump
111,Great job Tammy! https://t.co/ZvJ8jlVCq3,Trump
112,"RT @ScottAdamsSays: I’m no political expert, but the Democrat strategy of effectively legalizing violent crime before a national election s…",Trump
113,RT @MelissaAFrancis: So proud! I cannot wait to watch Harris on Sunday! Way to go! https://t.co/kgLdgBqGZY,Trump
114,"RT @JasonMillerinDC: “Yes, absolutely!” says Joe Biden - and the media wants to let him off the hook!",Trump
115,RT @mschlapp: America v Socialism,Trump
116,"RT @PARISDENNARD: In @JoeBiden’s America 
-Police are defunded 
-Communities are less safe 
-Taxes go up 
- Opportunity zones will stop 
-…",Trump
117,"RT @TeamTrump: WATCH: Making the Case with @KimGuilfoyle! #TeamTrump 

Text TRUMP to 88022 https://t.co/xa8Mixh2k1",Trump
118,RT @ashleyhayek: This mama knows. #WomenforTrump #MomsforTrump #CatholicsforTrump,Trump
119,RT @_Sbenitez: Gracias @FabioASays 🇺🇸!,Trump
120,"RT @realDailyWire: Biden Is ‘A Trojan Horse For A Radical Agenda,’ Mike Pence Warns https://t.co/BB8CRpql4W https://t.co/sy8x983b8i",Trump
121,"RT @jepence: Gracias a VARA y nuestros amigos venezolanos por reunir hoy sobre https://t.co/sjO9gmMwhl 

Juntos, vamos a re-elegir el Presi…",Trump
122,"RT @TeamTrump: Vice President @Mike_Pence rips Joe Biden’s economic plan: “The last thing this recovery needs is more taxes, more regulatio…",Trump
123,RT @Surabees: Back from the dead https://t.co/hjFlJFI0G7,Trump
124,RT @MichaelDuncan: Lincoln Project co-founder John Weaver registered as a foreign agent of Russia last year.,Trump
125,RT @DonaldJTrumpJr: Congrats @RonnyJackson4TX well done!!!,Trump
126,RT @parscale: Joe Biden raised his hand in support of giving illegal immigrants free health care &amp; making hardworking Americans pay for it.…,Trump
127,RT @NRSC: 🚨 New Bombshell Video reveals the one thing that could ruin @DougJones’s Senate career… #ALSen #alpolitics https://t.co/ORxC0xIhs4,Trump
128,RT @ChuckRossDC: I know there's no connection between this op-ed and WaPo taking $4.6 million from Chinese foreign agent China Daily for pa…,Trump
129,"RT @BorisEP: MY LATEST Op-Ed ⁦⁦⁦@Newsweek:⁩

⁦@JoeBiden’s⁩ Plagiarism Is a Danger to America https://t.co/nOcLkdgLV9",Trump
130,RT @JasonMillerinDC: Ruthless!,Trump
131,RT @NRA: BREAKING NEWS: @NRAPVF Endorses President @realDonaldTrump for Reelection https://t.co/4bvt23zQYG,Trump
132,RT @IngrahamAngle: Or course! They don’t want Biden to have to speak or debate or campaign.,Trump
133,"RT @SecretsBedard: Spin Zone: 63% say media biased, agree with Bari Weiss rip on New York Times.

@Rasmussen_Poll also says 87% Republicans…",Trump
134,"RT @TimMurtaugh: They think people won’t check the makeup of the polls.

When you start with only 24% of respondents being Republican, what…",Trump
135,"RT @SteveGuest: ""Biden liberal climate policies feared by unions in Pennsylvania""

""[Joe Biden] scares me now.""

Biden’s ban on fracking wo…",Trump
136,"RT @NRA: President Trump – you're a staunch defender of the Second Amendment, and we are proud to endorse you for a second term. 

NRA's po…",Trump
137,"RT @TimMurtaugh: You got it.

#MakeAmericaGreatAgain Again.",Trump
138,"RT @TimMurtaugh: 𝐁𝐫𝐚𝐧𝐝𝐨𝐧 𝐉𝐮𝐝𝐝: In Joe Biden’s America, would-be immigrants, including women &amp; children, will be encouraged to put themselve…",Trump
139,"RT @AndrewHClark: ""Mr. Biden is promising to delete the jobs of millions of Americans—at a time of soaring unemployment.""

He's also pledgi…",Trump
140,"RT @Surabees: The radical Biden/Bernie Sanders climate plan would crush unions and kill middle-class American jobs. 

Washington Examiner:…",Trump
141,"RT @JasonMillerinDC: 2016 and 2018 exits had 33% GOP. 

Here are @CNN’s 2018 exits - a great year for Democrats - which still showed 33% GO…",Trump
142,RT @DonaldJTrumpJr: .@KimStrassel has a must-share column in the WSJ today on Joe Biden’s radical left climate plan. Read it so you finally…,Trump
143,"RT @TimMurtaugh: Question of the day for Joe Biden
 
Since you’ll be speaking with Virginia Democrats today, do you think Gov. Ralph Northa…",Trump
144,"RT @LaraLeaTrump: Do not be fooled, America: Joe Biden is a Trojan horse for the far-left, radical socialist democrat party. https://t.co/M…",Trump
145,RT @DanScavino: https://t.co/ioVHmZnPzU,Trump
146,RT @DanScavino: https://t.co/DfZTtMONYc,Trump
147,"Corrupt Joe Biden wants to defund our police. He may use different words, but when you look at his pact with Crazy… https://t.co/KrSgY0X107",Trump
148,"....Tax Returns. She’s a mess! Many books have been written about me, some good, some bad. Both happily and sadly,… https://t.co/oKjJDAusvR",Trump
149,"....will all end up going to the government anyway. Next up is Mary Trump, a seldom seen niece who knows little abo… https://t.co/G6YNUAcVAN",Trump
150,"I am the ultimate member of The Book of the Month Club. First I have lowlife dummy John Bolton, a war mongering foo… https://t.co/llcpuv4wBV",Trump
151,I am proud to announce $2 million for the @Sept11Memorial in NYC! This special site ensures that the memory of the… https://t.co/qOK6g0JwaH,Trump
152,"In addition to nearly $8 billion that Treasury provided tribal communities, @HUDgov is releasing an additional $25… https://t.co/kZcpO9UFua",Trump
153,https://t.co/n6cfjHjgaZ,Trump
154,THANK YOU to the 5 million members of the @NRA for once again entrusting me with your FULL &amp; COMPLETE ENDORSEMENT!… https://t.co/2HKALoi4Tf,Trump
155,"RT @SkyNews: Oxford's coronavirus vaccine is reported to have shown promising results after the team discovered the jab could provide ""doub…",Trump
156,"RT @TheEconomist: Should Germany choose to ban Huawei in the autumn, a corner will have been turned. America will have used its might to hu…",Trump
157,"RT @NextRevFNC: BOUND FOR A BREAKUP?—  AG Barr said today that the U.S. has become overly reliant on Chinese goods and services, including…",Trump
158,RT @seanmdav: Stanford Doctor Scott Atlas Says The Science Shows Kids Should Go Back To School https://t.co/dM13mHDUHl,Trump
159,RT @HawleyMO: This morning I have asked the Department of Justice to open a civil rights investigation into the St Louis Circuit Attorneys…,Trump
160,"RT @realDonaldTrump: Another one of many Fake T.V. Ads, this one about the Tennessee Valley Authority, which for years has paid its top exe…",Trump
161,"RT @seanhannity: TRUMP: ‘Joe Biden Wants to Abolish Police, ICE, Bail, Suburbs, 2nd Amendment, American Way of Life’ https://t.co/UTQC68HmUO",Trump
162,RT @seanhannity: REPORT: Ilhan Omar Paid New Husband’s Firm $1 MILLION for 2020 Election Cycle https://t.co/aISLYEQvVd,Trump
163,"RT @seanhannity: REPORT: California to Release 18,000 Prisoners to Protect ‘Health and Safety of Incarcerated Population’ https://t.co/imZy…",Trump
164,RT @seanhannity: MAYOR MELTDOWN: De Blasio Accuses NYPD Union of ‘Fomenting Hatred’ in New York City https://t.co/8jSph0SLft,Trump
165,"RT @seanhannity: NEWSOM SUED: Churches Accuse Governor of Double Standard by Restricting Services, Allowing Protests https://t.co/5izyZRZFem",Trump
166,"RT @seanhannity: ‘ANTI-AMERICAN REMARKS’: GOP Resolution Slams Omar, Says Lawmaker Advocating ‘Marxist’ Government https://t.co/uNm1uQYMCa",Trump
167,RT @seanhannity: WEST COAST CHAOS: DHS Chief Says Portland Officials ‘Enabling Mob’ and ‘Violent Anarchists’ https://t.co/8G30nktXAr,Trump
168,RT @seanhannity: Where Is Hunter? https://t.co/kG0kW2iKWh,Trump
169,RT @seanhannity: DELUSIONAL DE BLASIO: Mayor Says NYC ‘Safer and Better’ With ‘Fewer People in Our Jails’ https://t.co/UrexZzRUpH,Trump
170,RT @seanhannity: HANNITY: Hate and Hysteria at the New York Times https://t.co/NMCPBMxtYl,Trump
171,"Another one of many Fake T.V. Ads, this one about the Tennessee Valley Authority, which for years has paid its top… https://t.co/xj0S6zflTS",Trump
172,"RT @WhiteHouse: For every new regulation added, nearly EIGHT have been cut! https://t.co/DvdYmq1CBU",Trump
173,"RT @WhiteHouse: ""We’re here today to celebrate and expand our historic campaign to rescue American workers from job-killing regulations."" h…",Trump
174,RT @WhiteHouse: LIVE: President Trump delivers remarks on rolling back regulations https://t.co/IvJXkPLwOe,Trump
175,"THANK YOU @NAPOpolice and their 241,000 brave law enforcement members for a FULL &amp; COMPLETE ENDORSEMENT! I will ALW… https://t.co/AgSzGa89ko",Trump
176,"...be on the way, and Americans want safe streets and communities!",Trump
177,"...campaign. Both were heavily involved in our historic 2016 win, and I look forward to having a big and very impor… https://t.co/pmQxKsn1Ip",Trump
178,"I am pleased to announce that Bill Stepien has been promoted to the role of Trump Campaign Manager. Brad Parscale,… https://t.co/nzKtPmiX06",Trump
179,RT @brithume: A NY Times columnist quits in disgust at what an organ of enforced orthodoxy the paper’s editorial pages have become. Read ev…,Trump
180,"RT @NextRevFNC: 48 YEARS -- @JasonInTheHouse: Joe Biden had ""48 years to do what he wanted to do. If you somehow think that he's going to b…",Trump
181,"RT @RichLowry: Even if you are partisan Democrat, even if you are alarmed by developments in Fla, Tx, and Az, even if you oppose re-opening…",Trump
182,"RT @foxnewsradio: On the #TreyGowdyPodcast, @TGowdySC is joined by Senate Judiciary Committee Chairman @LindseyGrahamSC to discuss what he…",Trump
183,RT @TGowdySC: Thank you for having me on your show @AmericaNewsroom. https://t.co/cpGDLNYXrP,Trump
184,"RT @gregsteube: Thanks to @realDonaldTrump, America is no longer leading from behind.

With the #USMCA we are now putting American workers…",Trump
185,"RT @gregsteube: Thoughtful piece on the impact not returning to school this fall will have on the children of our nation.

https://t.co/a85…",Trump
186,RT @WhiteHouse: LIVE: President @realDonaldTrump delivers remarks on infrastructure https://t.co/2ibW6VSnwm,Trump
187,"RT @WhiteHouse: The Trump Administration is fighting for safety, security, and rule of law.

""In the last three years, @ICEgov has deported…",Trump
188,RT @WhiteHouse: Attorney General Bill Barr explains the latest actions taken to disrupt and dismantle MS-13 leadership and operations. http…,Trump
189,"RT @WhiteHouse: ""In New York and Nevada, 21 MS-13 members and leaders have been indicted on charges including murder, kidnapping, and drug…",Trump
190,"RT @WhiteHouse: President @realDonaldTrump: ""We've just concluded a historic operation leading to the arrest and indictment of dozens of sa…",Trump
191,سه نفر در ایران برای شرکت کردن در تظاهرات محکوم به مرگ شده اند. اعدام آنها در هر لحظه قابل انتظار است. اعدام این سه… https://t.co/CYcvIpSwZn,Trump
192,Three individuals were sentenced to death in Iran for participating in protests. The execution is expected momentar… https://t.co/azPxe2pOvu,Trump
193,"Joe Biden and the Radical Left want to Abolish Police, Abolish ICE, Abolish Bail, Abolish Suburbs, Abolish the 2nd… https://t.co/avbHfn4DNS",Trump
194,"The Biden-Sanders unity plan takes a sledgehammer to charter schools, punishing students for their zip codes. No on… https://t.co/JeEDGRfg8Z",Trump
195,Wow. The @nytimes is under siege. The real reason is that it has become Fake News. They never covered me correctly… https://t.co/PVhTb2qXZa,Trump
196,Great News on Vaccines!,Trump
197,96% Approval Rating of President Trump in the Republican Party. Thank you!,Trump
198,"88 and 2 (really 1) in ENDORSEMENTS this election cycle, and @FoxNews was critical. Has anyone ever done so well? I… https://t.co/c1TgKGdkbC",Trump
199,".@GoyaFoods is doing GREAT. The Radical Left smear machine backfired, people are buying like crazy!",Trump
0,Donald Trump’s own staff admits that he fails the most important test of being the American President: the duty to… https://t.co/mPhNv0y0P0,Biden
1,We need a president who listens to someone other than himself.,Biden
2,This was preventable. https://t.co/NWaHXW8U4K,Biden
3,"Out of every trial and tribulation, we've always emerged stronger as a nation — and we will again. If we come toget… https://t.co/06nvzyO0UO",Biden
4,"Hey @Phillies, here’s to hoping we both win big this fall. Stay safe. #OpeningDay https://t.co/nGtdDVsrXv",Biden
5,"COVID-19 infections are going up.

The number of deaths is going up. 

This morning it was announced that, once aga… https://t.co/TDnfMrdYMi",Biden
6,"Care jobs are ready to be filled right now, allowing millions of people — primarily women — to get back to work imm… https://t.co/TrzuQw12OV",Biden
7,"Folks, I sat down with my friend President @BarackObama to discuss the significant moment we're in, who we are as a… https://t.co/fvDWYJys4g",Biden
8,"Every day I hear from folks who tell me how important health care is to their families — well, it's deeply personal… https://t.co/UfmwOQvVKb",Biden
9,"Let me be clear: If vote-by-mail is good enough for Donald Trump and his administration, then it's good enough for… https://t.co/S7COTQ24jr",Biden
10,I know everything feels different right now. There’s just that feeling where you don’t know if everything will be o… https://t.co/EcWKk217a2,Biden
11,"Today, the House passed the #NoBanAct because no one should be discriminated against or singled out based on the fa… https://t.co/p9h8Ld61GC",Biden
12,My plan to create a 21st century care and early childhood education workforce will put 3 million Americans to work… https://t.co/yw2giEXxfU,Biden
13,The goal of the Census is clear: count every person. But Donald Trump continues to use this vital process to sow di… https://t.co/buUMn36tgz,Biden
14,"The words of a president matter. And from the moment President Trump came down that escalator, he has used his to d… https://t.co/EW9SdEtEmQ",Biden
15,"Today, we're facing a serious threat — and we have to meet it together as one country. It's up to all of us to do e… https://t.co/1zfAR1if0j",Biden
16,"44 + 46
7.23.20 https://t.co/ZCQ2SazieH",Biden
17,10 years ago the Obama-Biden Administration signed Wall Street reform to prevent the abuse that led to the Great Re… https://t.co/YTawXfO8TY,Biden
18,"For your family, for your neighbors, for your country — wear a mask.",Biden
19,"Happy Birthday, Congressman Clyburn! Your powerful voice of moral clarity never fails to steer us toward a better f… https://t.co/gYLzyapm1v",Biden
20,Let me say what President Trump won't: Russian interference in our elections is a violation of our sovereignty. And… https://t.co/VNYUULQZ44,Biden
21,"Home health workers do God’s work, but aren’t paid much. They have few benefits, and 40% are still on SNAP or Medic… https://t.co/IewLmpQ5Py",Biden
22,"We need to make high-quality child care affordable and accessible. As president, I'll give every 3- and 4-year-old… https://t.co/eiw88h0dWt",Biden
23,"We are trapped in a caregiving crisis, within an economic crisis, within a public health crisis. You’re doing every… https://t.co/o352nLkOJX",Biden
24,Donald Trump simply doesn’t understand: We can’t deal with our economic crisis without solving the public health cr… https://t.co/mXmjvdl4Bl,Biden
25,We have to mobilize a 21st century care and early childhood education workforce to deal with the caregiving crisis… https://t.co/4JuBksjT23,Biden
26,"Today, I’m releasing my plan to mobilize a 21st century care and early childhood education workforce.

It will ease… https://t.co/1r2DddgrzE",Biden
27,"In honor of John Lewis, C.T. Vivian, and all the essential workers who have selflessly risked their lives, the Sena… https://t.co/cPsfbssdQg",Biden
28,"Folks, it may be hard to believe, but we have just over 100 days until Election Day. I know we can beat Donald Trum… https://t.co/D4ALouwIDT",Biden
29,"Small manufacturers like McGregor Industries demonstrate the resilience, creativity, and staying-power of America’s… https://t.co/pyl00ReFj5",Biden
30,"Today, I am putting the Kremlin and other foreign governments on notice: If elected president, I will direct my adm… https://t.co/HR7vmNhWms",Biden
31,We're paying the price for this president's incompetence every single day. https://t.co/PUqyt83The,Biden
32,"President Trump asked to see the COVID death chart. @RealDonaldTrump, here you go. https://t.co/45tYD2NXti",Biden
33,Every day it becomes clearer: We are in a battle for the soul of this nation. Who we are. What we believe. Who we w… https://t.co/oz72AmJ7uH,Biden
34,"Imagine the future we can create with Donald Trump out of the White House. A future where we:

- Tackle the climate… https://t.co/KJeYyVwBXP",Biden
35,"In this moment of crisis, we have the chance to build a new American economy. One where everyone gets a fair return… https://t.co/73aH6TILVu",Biden
